""|"label"|"predicted"|"60"
"2696"|"statement"|"statement"|"Seem that cherry tomatoes are used here which is why the amount is not noticeable."
"2697"|"statement"|"statement"|"Its a simple cosy restaurant opened by a Chinese couple who employed a few chefs from China."
"2698"|"statement"|"statement"|"Unionisation zooms in when the F&B business expand and that's what I have recently seen at the basement of Raffles City Shopping Centre."
"2699"|"statement"|"statement"|"I'm a fan of the seafood fried rice, but at this moment I'm not sure what the stall number is... will have to get back to you on that."
"2700"|"statement"|"statement"|"You pay for what you get."
"2701"|"statement"|"statement"|"(I have only been impressed with one dessert in Singapore, but I think PS.Cafe has what it takes to get the desserts on the map.)"
"2702"|"statement"|"statement"|"Ramen here is taken extremely seriously and you get to make decisions like how hard you would like the noodles to be, what level of spiciness your broth should be and so on."
"2703"|"statement"|"statement"|"The Morbier cheese is what took it over the top."
"2704"|"statement"|"statement"|"Spizza is a really great place and i honestly don't understand why people wouldn't like this place."
"2705"|"statement"|"statement"|"But what makes this place so inviting anytime of the day is the beautiful natural light that shines through the glass panels from one side of the restaurant."
"2706"|"statement"|"statement"|"By the way, for those not in the know, it isn't actually a steamboat you expect in hotpot restaurant where you cook raw food."
"2707"|"statement"|"statement"|"Seated by the hostess who did not appear to like her job."
"2708"|"statement"|"statement"|"This is the reason why I fell in love with Anjappar at first."
"2709"|"statement"|"statement"|"Some of the waitresses were running around in a panic, and weren't that attentive when spoken too."
"2710"|"statement"|"statement"|"I tend to find the soup a little too salty, and it os just a bit over priced for soup noodles when we have a lot of nice soup noodles to choose from."
"2711"|"statement"|"statement"|"Spice-wise, the dishes are tuned to a temperate palette, yet there were moments during the feast when I thought I was eating Indian briyani."
"2712"|"rhetoric"|"rhetoric"|"My husband and I ordered the BEAST burger to share, because why not?"
"2713"|"rhetoric"|"question"|"do you ever wonder about the universe? "
"2714"|"statement"|"statement"|"Another of my favourite coffee joints, Ricciotti was recommended by a friend who was working nearby and dropped in daily for her afternoon fix of tea and cakes."
"2715"|"statement"|"statement"|"), I was greeted with what looked like a grungy New York city loft apartment, except there were a couple dozen chairs around large granite tiles masquerading as tables."
"2716"|"statement"|"statement"|"its my to go to restaurant when i visit singapore."
"2717"|"statement"|"statement"|"Touristy spot admittedly but still this place has become a usual spot for me when I want to bring a group to a chilli crab place that is more presentable place with AC and slightly better service."
"2718"|"statement"|"statement"|"This place is where many Hong Kong people come to buy pandan cakes and kueh lapis."
"2719"|"statement"|"statement"|"Well I lie actually, the true best part was when my team (Arsenal) won 2-0."
"2720"|"statement"|"statement"|"The only reason why Kilo did not earn 5 stars is that the portion sizes are really small."
"2721"|"statement"|"statement"|"and when Tippling Club closes, a perfect excuse to go home."
"2722"|"statement"|"statement"|"I've been to other concert halls overseas and I can tell you that you really pay for what you hear over there."
"2723"|"statement"|"statement"|"For $20, the salmon mentaiko don was also overpriced and I would just be sticking to the drinks and happy hour deals when I next return."
"2724"|"statement"|"statement"|"We also felt that signature award-winning dishes were slightly overpriced, but what took the cake was definitely the liu sha bao, or salted egg buns."
"2725"|"statement"|"statement"|"Nothing over the top but another cool hamburger joint to eat in when you crave a big fat burger."
"2726"|"statement"|"statement"|"this ain't bashing, because this place isn't gourmet (and it knows it), but really - it's only good if you want something sweet and really can't care about what you have (because if you did, you'd head to patisserie g, just barely five minutes away)."
"2727"|"statement"|"statement"|"But I think it is going to be a pass for me next time when I am in town."
"2728"|"statement"|"statement"|"You get what you pay for."
"2729"|"statement"|"statement"|"Based on what I've seen on other diner's plates, the good people at Da Luca are very free with the quantity of food they provide."
"2730"|"statement"|"statement"|"I have no idea what it's called."
"2731"|"statement"|"statement"|"And by what I've had, this is somewhere where I would go to if I were desperately craving Korean food and needed a quick fix."
"2732"|"statement"|"statement"|"These are sushi rice rolls packed with kimchi and chickpeas and god knows what vegetables, but they are irresistable."
"2733"|"statement"|"statement"|"She liked it as well and ordered it again later again when we went there."
"2734"|"statement"|"statement"|"I don't remember the exact name of what we ordered, but if I'm not wrong he had a Char Siu Ramen (large) and I had a Shoyu ramen (medium) Please go to my blog (on my profile) to see photos!!)"
"2735"|"statement"|"statement"|"Really do not know what had happened this evening."
"2736"|"statement"|"statement"|"Not a fancy place, but for all this food, and we paid about half of what we normally pay."
"2737"|"statement"|"statement"|"Then again, we sat outside so maybe thats why the audio wasnt good."
"2738"|"statement"|"statement"|"Red Chili Burger ($24) Beef patty, beef chili, cheese, jalapenos, French's mustard It looks kind of dry when served."
"2739"|"statement"|"statement"|"This is what I've learnt when I visited the bar on such a night at 10.30pm."
"2740"|"statement"|"statement"|"I was dying from hunger and it was only when I asked the waiter why 1/3 of our table got their food, did we realize there was some systematic course."
"2741"|"statement"|"statement"|"The band is too loud, can't even hear yourself thinking (and the blah staff can't hear you when you order."
"2742"|"statement"|"statement"|"Note that I'm not even pretending to be a wine expert at all - I just like to drink what tastes well (to me) and so far Argentinian wines did not disappoint me in any way."
"2743"|"statement"|"statement"|"Usually, I eat either black pepper crab or chili crab when I dine in seafood restaurants, but we had heard good things about the steamed crab at this place and decided to give this a try."
"2744"|"statement"|"statement"|"http://tinyurl.com/8vssstd  I am not sure why this restaurant isn't always packed."
